"","site_number","study_block","study_sample","study_number","reference","lat","lon","country","biome","land_use","land_use_specific","land_use_intensity","LUI","richness","amazon"
"139","26_110","26_3","26_68",26,"Hendy2020",-3.10506,-59.97382,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"140","26_111","26_3","26_18",26,"Hendy2020",-3.10874,-59.96413,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"141","26_112","26_3","26_64",26,"Hendy2020",-3.08289,-59.9601,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"142","26_117","26_3","26_68",26,"Hendy2020",-3.09026,-59.96397,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"143","26_118","26_3","26_20",26,"Hendy2020",-3.11125,-59.96988,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"144","26_119","26_3","26_7",26,"Hendy2020",-3.11398,-59.97305,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"145","26_120","26_3","26_51",26,"Hendy2020",-3.08024,-59.95875,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"146","26_121","26_3","26_65",26,"Hendy2020",-3.08963,-59.97669,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"147","26_122","26_3","26_64",26,"Hendy2020",-3.0913,-59.97757,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"148","26_123","26_3","26_20",26,"Hendy2020",-3.11264,-59.97486,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"149","26_126","26_1","26_26",26,"Hendy2020",-3.10135,-60.04281,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"150","26_127","26_1","26_43",26,"Hendy2020",-3.10333,-60.04502,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"151","26_130","26_3","26_65",26,"Hendy2020",-3.08367,-59.96857,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"152","26_131","26_3","26_30",26,"Hendy2020",-3.10647,-59.97668,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"153","26_132","26_3","26_40",26,"Hendy2020",-3.10068,-59.97759,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"154","26_15","26_1","26_55",26,"Hendy2020",-3.0971,-60.0425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"155","26_16","26_1","26_17",26,"Hendy2020",-3.09702,-60.04148,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"156","26_18","26_1","26_34",26,"Hendy2020",-3.10252,-60.0414,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"157","26_19","26_1","26_56",26,"Hendy2020",-3.0988,-60.04625,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"158","26_2","26_1","26_50",26,"Hendy2020",-3.10144,-60.04425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"159","26_20","26_1","26_45",26,"Hendy2020",-3.09904,-60.04501,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"160","26_21","26_1","26_48",26,"Hendy2020",-3.10193,-60.04664,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"161","26_22","26_1","26_8",26,"Hendy2020",-3.10407,-60.04211,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"162","26_25","26_1","26_48",26,"Hendy2020",-3.09839,-60.04641,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"163","26_26","26_1","26_45",26,"Hendy2020",-3.10206,-60.04554,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"164","26_28","26_1","26_55",26,"Hendy2020",-3.09668,-60.0405,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"165","26_29","26_1","26_50",26,"Hendy2020",-3.0992,-60.04342,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"166","26_3","26_1","26_29",26,"Hendy2020",-3.10166,-60.04582,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"167","26_3","26_1","26_46",26,"Hendy2020",-3.10166,-60.04582,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"168","26_30","26_1","26_50",26,"Hendy2020",-3.09592,-60.0424,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"169","26_31","26_1","26_34",26,"Hendy2020",-3.10059,-60.04644,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"170","26_33","26_1","26_25",26,"Hendy2020",-3.10361,-60.04478,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"171","26_33","26_1","26_43",26,"Hendy2020",-3.10361,-60.04478,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"172","26_33","26_1","26_45",26,"Hendy2020",-3.10352,-60.04487,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"173","26_34","26_1","26_50",26,"Hendy2020",-3.09759,-60.04422,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"174","26_35","26_1","26_48",26,"Hendy2020",-3.1009,-60.04718,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"175","26_36","26_1","26_43",26,"Hendy2020",-3.10186,-60.04543,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"176","26_36","26_1","26_48",26,"Hendy2020",-3.10198,-60.04526,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"177","26_37","26_1","26_19",26,"Hendy2020",-3.103,-60.04587,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"178","26_37","26_1","26_29",26,"Hendy2020",-3.10304,-60.04577,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"179","26_37","26_1","26_46",26,"Hendy2020",-3.10304,-60.04577,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"180","26_37","26_1","26_6",26,"Hendy2020",-3.103,-60.04587,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"181","26_38","26_1","26_15",26,"Hendy2020",-3.10004,-60.04676,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"182","26_38","26_1","26_62",26,"Hendy2020",-3.10015,-60.04691,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"183","26_39","26_1","26_50",26,"Hendy2020",-3.09658,-60.04259,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",2,1
"184","26_4","26_1","26_56",26,"Hendy2020",-3.10001,-60.04303,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"185","26_41","26_2","26_61",26,"Hendy2020",-3.08006,-60.00516,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"186","26_42","26_2","26_12",26,"Hendy2020",-3.08015,-60.00216,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"187","26_42","26_2","26_59",26,"Hendy2020",-3.08008,-60.00222,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"188","26_43","26_2","26_61",26,"Hendy2020",-3.08098,-60.00437,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"189","26_44","26_2","26_67",26,"Hendy2020",-3.08099,-60.00246,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",2,1
"190","26_47","26_2","26_12",26,"Hendy2020",-3.082,-60.00029,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",2,1
"191","26_50","26_2","26_24",26,"Hendy2020",-3.08122,-60.00343,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"192","26_53","26_2","26_10",26,"Hendy2020",-3.08177,-60.00027,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"193","26_53","26_2","26_36",26,"Hendy2020",-3.08133,-60.00029,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"194","26_53","26_2","26_59",26,"Hendy2020",-3.08133,-60.00029,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",2,1
"195","26_55","26_2","26_67",26,"Hendy2020",-3.08151,-60.00301,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"196","26_57","26_2","26_10",26,"Hendy2020",-3.0819,-60.00088,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"197","26_58","26_2","26_61",26,"Hendy2020",-3.08086,-60.00492,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"198","26_58","26_2","26_70",26,"Hendy2020",-3.08083,-60.00487,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"199","26_6","26_1","26_3",26,"Hendy2020",-3.10091,-60.04163,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"200","26_61","26_2","26_24",26,"Hendy2020",-3.08422,-60.00797,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"201","26_61","26_2","26_70",26,"Hendy2020",-3.08404,-60.00797,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"202","26_62","26_2","26_59",26,"Hendy2020",-3.08504,-60.00808,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"203","26_63","26_2","26_52",26,"Hendy2020",-3.07847,-60.00807,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"204","26_63","26_2","26_69",26,"Hendy2020",-3.07847,-60.00797,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"205","26_64","26_2","26_61",26,"Hendy2020",-3.08023,-60.00415,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"206","26_65","26_2","26_14",26,"Hendy2020",-3.08231,-60.00599,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"207","26_65","26_2","26_2",26,"Hendy2020",-3.08231,-60.00599,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"208","26_67","26_2","26_63",26,"Hendy2020",-3.07854,-60.00598,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"209","26_68","26_2","26_63",26,"Hendy2020",-3.07977,-60.00287,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"210","26_69","26_2","26_59",26,"Hendy2020",-3.08054,-60.00113,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"211","26_69","26_2","26_67",26,"Hendy2020",-3.08058,-60.00144,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"212","26_70","26_2","26_14",26,"Hendy2020",-3.08477,-60.0073,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"213","26_70","26_2","26_2",26,"Hendy2020",-3.08477,-60.0073,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"214","26_71","26_2","26_12",26,"Hendy2020",-3.07966,-60.00341,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"215","26_72","26_2","26_67",26,"Hendy2020",-3.08013,-60.00261,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"216","26_73","26_2","26_52",26,"Hendy2020",-3.08721,-60.0044,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"217","26_73","26_2","26_61",26,"Hendy2020",-3.08115,-60.00437,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"218","26_74","26_2","26_14",26,"Hendy2020",-3.08448,-60.00573,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"219","26_74","26_2","26_2",26,"Hendy2020",-3.08448,-60.00573,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"220","26_75","26_2","26_69",26,"Hendy2020",-3.08536,-60.00676,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"221","26_76","26_2","26_63",26,"Hendy2020",-3.08075,-60.00436,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"222","26_78","26_2","26_59",26,"Hendy2020",-3.08295,-60.00185,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"223","26_78","26_2","26_69",26,"Hendy2020",-3.08276,-60.002,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"224","26_79","26_2","26_14",26,"Hendy2020",-3.08559,-60.00816,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"225","26_79","26_2","26_2",26,"Hendy2020",-3.08559,-60.00816,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"226","26_79","26_2","26_39",26,"Hendy2020",-3.08558,-60.00811,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"227","26_79","26_2","26_65",26,"Hendy2020",-3.08558,-60.00811,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"228","26_82","26_3","26_51",26,"Hendy2020",-3.08285,-59.95963,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"229","26_84","26_3","26_44",26,"Hendy2020",-3.09162,-59.96466,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"230","26_86","26_3","26_16",26,"Hendy2020",-3.10178,-59.9749,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"231","26_86","26_3","26_40",26,"Hendy2020",-3.10178,-59.97498,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"232","26_87","26_3","26_41",26,"Hendy2020",-3.08752,-59.96883,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"233","26_87","26_3","26_70",26,"Hendy2020",-3.08752,-59.96883,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"234","26_9","26_1","26_43",26,"Hendy2020",-3.10278,-60.04405,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"235","26_95","26_3","26_9",26,"Hendy2020",-3.09958,-59.98033,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"236","26_97","26_3","26_64",26,"Hendy2020",-3.10511,-59.97981,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"237","286_1","286_1","286_1",286,"Medeiros2019",-23.88393333,-46.74141667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","small village","light","managed-substantial",6,0
"238","286_2","286_2","286_2",286,"Medeiros2019",-23.90658333,-46.7081,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","small village","light","primary vegetation-substantial",7,0
"239","286_3","286_2","286_2",286,"Medeiros2019",-23.90926667,-46.70278333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","transitional area","light","secondary vegetation-substantial",6,0
"240","286_4","286_3","286_2",286,"Medeiros2019",-23.93963333,-46.69431667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",5,0
"241","302_1","302_1","302_1",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary forest","minimal","primary vegetation-minimal",4,0
"242","302_1","302_1","302_2",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary forest","minimal","primary vegetation-minimal",5,0
"243","302_1","302_1","302_3",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary forest","minimal","primary vegetation-minimal",4,0
"244","302_2","302_1","302_1",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary forest","minimal","secondary vegetation-minimal",5,0
"245","302_2","302_1","302_2",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary forest","minimal","secondary vegetation-minimal",5,0
"246","302_2","302_1","302_3",302,"Abella2020",18.32501,-91.081723,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary forest","minimal","secondary vegetation-minimal",2,0
"247","302_3","302_2","302_1",302,"Abella2020",18.068098,-92.018048,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","mango plantation","intense","managed-substantial",2,0
"248","302_3","302_2","302_2",302,"Abella2020",18.068098,-92.018048,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","mango plantation","intense","managed-substantial",2,0
"249","302_3","302_2","302_3",302,"Abella2020",18.068098,-92.018048,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","mango plantation","intense","managed-substantial",2,0
"250","310_1","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"251","310_2","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","Atlantic forest ecotone","light","secondary vegetation-substantial",3,0
"252","310_3","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Park administration areas and guardhouse","light","primary vegetation-substantial",3,0
"253","310_4","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"254","310_5","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","Atlantic forest ecotone","light","secondary vegetation-substantial",4,0
"255","310_6","310_1","310_1",310,"Montes2005",-23.36666667,-46.6,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Park administration areas and guardhouse","light","primary vegetation-substantial",1,0
"256","46_1","46_1","46_1",46,"OrtaPineda2021",17.487598,-92.037855,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","young forest","light","secondary vegetation-substantial",6,0
"257","46_2","46_2","46_1",46,"OrtaPineda2021",17.487939,-92.043369,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","young forest","light","secondary vegetation-substantial",4,0
"258","46_3","46_3","46_1",46,"OrtaPineda2021",17.48164,-92.053204,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","tropical rainforest","minimal","primary vegetation-minimal",3,0
"259","479_1","479_1","479_1",479,"Muller2012",-25.38777778,-49.98277778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","sugar and corn plantation","light","managed-substantial",3,0
"260","479_2","479_1","479_1",479,"Muller2012",-25.38777778,-49.98277778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"261","510_1","510_1","510_2",510,"Guimaraes2000",-24.999,-48.016,"Brazil","Mangroves","primary vegetation","swamp","minimal","primary vegetation-minimal",4,0
"262","510_2","510_2","510_2",510,"Guimaraes2000",-24.999,-48.016,"Brazil","Mangroves","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"263","510_3","510_3","510_2",510,"Guimaraes2000",-24.999,-48.016,"Brazil","Mangroves","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",5,0
"264","510_4","510_4","510_1",510,"Guimaraes2000",-24.999,-48.016,"Brazil","Mangroves","primary vegetation","residence inside forest","light","primary vegetation-substantial",4,0
"265","520_1","520_1","520_1",520,"Cruz2012",20.970907,-97.338189,"Mexico","Mangroves","primary vegetation","peri-urban","intense","primary vegetation-substantial",3,0
"266","520_2","520_2","520_1",520,"Cruz2012",20.951694,-97.455984,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","peri-urban","intense","primary vegetation-substantial",2,0
"267","520_3","520_3","520_1",520,"Cruz2012",20.977031,-97.390941,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",2,0
"268","520_4","520_4","520_1",520,"Cruz2012",20.955888,-97.396104,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",3,0
"269","540_1","540_1","540_1",540,"Pereira2021",-1.800861111,-60.25852778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","Amazonian rural settlement","intense","secondary vegetation-substantial",1,1
"270","540_2","540_1","540_1",540,"Pereira2021",-1.800861111,-60.25852778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","forest edge","light","secondary vegetation-substantial",3,1
"271","540_3","540_1","540_1",540,"Pereira2021",-1.800861111,-60.25852778,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Amazon rainforest","minimal","primary vegetation-minimal",2,1
"272","543_1","543_1","543_1",543,"Almeida2020",-1.817333333,-60.31766667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Amazon rainforest","minimal","primary vegetation-minimal",1,1
"273","543_2","543_1","543_1",543,"Almeida2020",-1.817333333,-60.31766667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","forest fringe","light","secondary vegetation-substantial",2,1
"274","543_3","543_1","543_1",543,"Almeida2020",-1.817333333,-60.31766667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","deforested rural settlement","intense","secondary vegetation-substantial",2,1
"275","546_1","546_1","546_2",546,"Chaverri2018",10.430655,-84.006795,"Costa Rica","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","residential area in the Biological station","light","primary vegetation-substantial",1,0
"276","598_1","598_1","598_1",598,"Silva2014",-8.2875,-35.03333333,"Brazil","Mangroves","secondary vegetation","domestic area","light","secondary vegetation-substantial",2,0
"277","598_2","598_1","598_1",598,"Silva2014",-8.2875,-35.03333333,"Brazil","Mangroves","secondary vegetation","peridomestic area","light","secondary vegetation-substantial",2,0
"278","598_3","598_1","598_1",598,"Silva2014",-8.2875,-35.03333333,"Brazil","Mangroves","secondary vegetation","Atlantic forest characterised by secondary vegetation","minimal","secondary vegetation-minimal",1,0
"279","604_1","604_1","604_1",604,"Chaves2016",-25.037955,-47.9444,"Brazil","Mangroves","primary vegetation","tropical rainforest, Atlantic forest","minimal","primary vegetation-minimal",5,0
"280","604_2","604_1","604_1",604,"Chaves2016",-25.037955,-47.9444,"Brazil","Mangroves","primary vegetation","restinga","minimal","primary vegetation-minimal",4,0
"281","604_3","604_2","604_1",604,"Chaves2016",-25.037955,-47.9444,"Brazil","Mangroves","managed","cropland","light","managed-substantial",3,0
"282","681_1","681_1","681_2",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest","light","primary vegetation-substantial",1,0
"283","681_1","681_1","681_5",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest","light","primary vegetation-substantial",1,0
"284","681_3","681_1","681_5",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","urban","low density housing, periurban","light","urban-substantial",1,0
"285","681_4","681_1","681_2",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban green space","light","urban-substantial",1,0
"286","681_4","681_1","681_5",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban green space","light","urban-substantial",1,0
"287","681_5","681_1","681_1",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","wetland","light","primary vegetation-substantial",2,0
"288","681_5","681_1","681_2",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","wetland","light","primary vegetation-substantial",2,0
"289","681_5","681_1","681_5",681,"Smith2009",18.451758,-66.06692,"Puerto Rico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","wetland","light","primary vegetation-substantial",1,0
